wall_time,session_t,mode,source,outcome,gesture,distance,threshold,threshold_source,runner_up,runner_up_distance,margin_ratio,fired,key,detail,seg_frames,seg_duration,seg_peak_speed,seg_mean_speed,seg_close_reason,session_label
1790358250.561,173.553,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,21,1.079,1.7332,0.2038,still,
1790358251.772,174.764,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.24<0.55),4,0.440,0.1232,0.0633,hand_lost,
1790358255.356,178.348,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,0.681,0.9863,0.1363,still,
1790358255.834,178.826,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.38<0.55),4,0.405,0.2096,0.1370,hand_lost,
1790358256.507,179.498,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358256.508,179.499,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,0.611,3.3913,0.2867,still,
1790358261.062,184.053,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358261.062,184.053,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.543,0.2509,0.1236,hand_lost,
1790358261.535,184.527,LIVE,builtin,accepted,swipe_right,,,,,,,False,,"suppressed by shared cooldown (0.33s left, last=swipe_right)",,,,,,
1790358261.545,184.536,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.445,3.1482,0.3167,still,
1790358263.291,186.283,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1790358265.886,188.878,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,0.401,0.2960,0.0689,still,
1790358265.984,188.975,LIVE,builtin,accepted,peace_sign,,,,,,,True,end_presentation,pressed esc,,,,,,
1790358267.688,190.680,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.35<0.55),4,0.395,0.1895,0.0966,hand_lost,
1790358272.436,195.428,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,11,0.411,0.1766,0.0645,still,
1790358273.201,196.193,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.46<0.55),5,0.532,0.1785,0.0941,hand_lost,
1790358273.715,196.706,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.47<0.55),10,0.403,0.1516,0.0467,still,
1790358276.582,199.573,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,0.630,0.2956,0.0900,still,
1790358276.619,199.611,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1790358277.694,200.686,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.25<0.55),4,0.403,0.1254,0.0845,hand_lost,
1790358281.206,204.198,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,25,1.296,0.1698,0.0834,hand_lost,
1790358285.532,208.524,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,32,2.309,4.3877,0.4694,hand_lost,
1790358287.546,210.538,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.847,8.8510,2.5311,hand_lost,
1790358303.458,226.450,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,31,2.112,9.2631,0.7248,hand_lost,
1790358305.070,228.062,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1790358305.593,228.585,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,0.880,0.0913,0.0441,still,
1790358306.664,229.656,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358306.668,229.659,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,9,0.667,0.2436,0.0805,hand_lost,
1790358307.399,230.391,LIVE,trajectory,rejected,,,,,,,,False,,too_short(2f<4f),2,0.599,0.2778,0.2042,hand_lost,
1790358308.884,231.876,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,1.238,0.4933,0.1584,hand_lost,
1790358309.536,232.527,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358309.536,232.527,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,0.563,0.4878,0.0956,still,
1790358313.495,236.487,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358313.495,236.487,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,1.060,2.0590,0.3356,still,
1790358314.536,237.528,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.33<0.55),4,0.430,0.2221,0.0911,hand_lost,
1790358316.243,239.234,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358316.243,239.234,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,1.078,7.4680,0.7060,hand_lost,
1790358319.819,242.810,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,27,1.733,0.6628,0.1695,hand_lost,
1790358320.913,243.904,LIVE,builtin,accepted,peace_sign,,,,,,,True,end_presentation,pressed esc,,,,,,
1790358323.957,246.948,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.31<0.55),7,0.701,0.0654,0.0449,hand_lost,
1790358329.806,252.798,LIVE,trajectory,rejected,,,,,,,,False,,too_short(3f<4f),3,1.014,5.3586,2.3233,hand_lost,
1790358330.937,253.929,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,8,0.666,0.2169,0.0960,hand_lost,
1790358337.753,260.745,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,4,0.605,1.3230,0.3564,hand_lost,
1790358351.478,274.470,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,4,0.879,7.4373,2.3126,hand_lost,
1790358357.717,280.709,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,1.076,0.1774,0.0966,hand_lost,
1790358374.887,297.878,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,1.217,0.5460,0.1918,hand_lost,
1790358383.192,306.183,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.35<0.55),9,0.343,0.0901,0.0390,still,
1790358391.352,314.344,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,0.689,3.7572,0.3805,still,
1790358392.509,315.500,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,0.961,8.3258,0.8173,still,
1790358393.392,316.384,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.53<0.55),10,0.449,0.2916,0.0527,still,
1790358393.500,316.492,LIVE,builtin,accepted,peace_sign,,,,,,,True,end_presentation,pressed esc,,,,,,
1790358396.152,319.144,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,26,2.637,5.5530,0.2874,hand_lost,
1790358398.656,321.648,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.50<0.55),11,0.477,0.1403,0.0460,still,
1790358401.722,324.714,LIVE,builtin,accepted,peace_sign,,,,,,,True,end_presentation,pressed esc,,,,,,
1790358401.931,324.923,LIVE,builtin,accepted,swipe_right,,,,,,,False,,"suppressed by shared cooldown (0.59s left, last=peace_sign)",,,,,,
1790358401.931,324.923,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,0.926,0.3759,0.0744,still,
1790358404.024,327.015,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358404.024,327.015,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,1.213,0.2256,0.0941,hand_lost,
1790358404.722,327.714,LIVE,builtin,accepted,swipe_left,,,,,,,False,,"suppressed by shared cooldown (0.10s left, last=swipe_right)",,,,,,
1790358404.722,327.714,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.514,0.1450,0.0590,still,
1790358405.830,328.821,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358405.840,328.831,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,8,0.651,0.4835,0.1538,hand_lost,
1790358406.991,329.983,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.46<0.55),5,0.533,0.1866,0.1019,hand_lost,
1790358407.670,330.661,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358407.671,330.662,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.533,0.1691,0.0621,still,
1790358409.837,332.829,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358409.837,332.829,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,22,1.306,0.7794,0.2030,hand_lost,
1790358411.093,334.085,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.47<0.55),13,0.512,0.0943,0.0404,still,
1790358411.626,334.618,LIVE,trajectory,rejected,,,,,,,,False,,too_short(3f<4f),3,0.485,0.2014,0.1527,hand_lost,
1790358412.649,335.641,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358412.649,335.641,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.877,0.2335,0.0846,hand_lost,
1790358414.211,337.203,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.31<0.55),4,0.481,0.1205,0.0792,hand_lost,
1790358417.057,340.049,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1790358417.969,340.960,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,0.909,0.1165,0.0720,hand_lost,
1790358419.712,342.703,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1790358419.768,342.760,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,0.606,0.2296,0.0911,still,
1790358420.915,343.906,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,9,0.662,0.2023,0.0736,hand_lost,
1790358423.380,346.372,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358423.380,346.372,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,4,0.520,4.6521,1.2831,hand_lost,
1790358533.866,456.858,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1790358533.870,456.862,LIVE,traj,accepted,test,0.5110,0.6000,calibrated(2 samples),,,0.0000,False,,"suppressed by shared cooldown (0.80s left, last=swipe_left)",12,0.531,0.1495,0.0576,still,
1790358539.100,462.091,LIVE,trajectory,rejected,test,0.8120,0.6000,calibrated(2 samples),,,0.0000,False,,distance over threshold,29,1.863,2.6825,0.2056,hand_lost,
